ticker,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik
ppc,Pilgrims Pride Corp,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,https://static.finnhub.io/logo/eff7902c-80ff-11ea-83c9-00000000092a.png,https://www.pilgrims.com/,A,High,BB,Medium,B,Medium,500,302,220,1022,08-11-2022,BBB,High,802481
praa,PRA Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/3adb3168-80e0-11ea-8a1f-00000000092a.png,https://www.pragroup.com/,BBB,High,BB,Medium,BB,Medium,473,321,310,1104,08-11-2022,BBB,High,1185348
ppsi,Pioneer Power Solutions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/96fb7918-80ce-11ea-bf9d-00000000092a.png,https://www.pioneerpowersolutions.com/,B,Medium,BB,Medium,BB,Medium,299,305,315,919,08-11-2022,BBB,High,1449792
prax,Praxis Precision Medicines Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/a4601b625da8200ca8351310241f144dd64941f2597d80dd864a111467156e56.png,https://praxismedicines.com/,B,Medium,B,Medium,B,Medium,200,215,215,630,10-06-2022,B,Medium,1689548
prct,Procept Biorobotics Corp,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/b5c9e927973c66ebc5614e0c603b51b26632de3cff0d96898826fa18547d0791.png,https://www.procept-biorobotics.com/,B,Medium,B,Medium,BB,Medium,200,224,300,724,11-06-2022,B,Medium,1588978
prch,Porch Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/df7a9ba3225a11dffbd7593d22a4135a4f10e3c0b361032e1893411b0c310abc.png,https://porchgroup.com/,B,Medium,B,Medium,B,Medium,225,227,215,667,10-06-2022,B,Medium,1784535
pre,Artisan Acquisition Corp,USD,NASDAQ NMS - GLOBAL MARKET,N/A,,,B,Medium,B,Medium,B,Medium,245,203,265,713,22-04-2022,B,Medium,1876431
prdo,Perdoceo Education Corp,USD,NASDAQ NMS - GLOBAL MARKET,Diversified Consumer Services,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PRDO.svg,https://www.perdoceoed.com/,BB,Medium,B,Medium,B,Medium,365,297,250,912,10-06-2022,BBB,High,1046568
sisi,Shineco Inc,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,,http://www.tenetjove.com/,BB,Medium,BB,Medium,BB,Medium,340,346,305,991,11-06-2022,BBB,High,1300734
sitm,SiTime Corp,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/fd3ab08a-80d9-11ea-baf4-00000000092a.png,https://www.sitime.com/,A,High,BB,Medium,BB,Medium,505,304,300,1109,10-06-2022,BBB,High,1451809
siri,Sirius XM Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static.finnhub.io/logo/8cbaf00cdf99a60a70367447a9b4aa8ffa3730892ebfeefc69f0df956c461770.png,https://www.siriusxm.com/corporate,B,Medium,BB,Medium,B,Medium,240,302,205,747,08-11-2022,B,Medium,908937
sj,Scienjoy Holding Corp,CNY,NASDAQ NMS - GLOBAL MARKET,Media,,,B,Medium,BB,Medium,B,Medium,260,320,240,820,10-06-2022,BB,Medium,1753673
pow,Powered Brands,USD,NASDAQ NMS - GLOBAL MARKET,N/A,,,B,Medium,B,Medium,B,Medium,235,231,250,716,20-04-2022,B,Medium,1829427
powl,Powell Industries Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/b847e6cec1cca2ab7a7efa1c72c329bd241481b5ba6c9cfec167a8ad98550779.png,https://www.powellind.com/,A,High,B,Medium,B,Medium,500,240,215,955,08-11-2022,BBB,High,80420
upwk,Upwork Inc,USD,NASDAQ NMS - GLOBAL MARKET,Professional Services,https://static.finnhub.io/logo/04e63e39dfa2f0949f018d4f77b107a9bc8f105998ca37e338d26e0ba04e229a.png,https://www.upwork.com/,B,Medium,B,Medium,B,Medium,275,264,278,817,10-06-2022,BB,Medium,1627475
usak,USA Truck Inc,USD,NASDAQ NMS - GLOBAL MARKET,Road and Rail,https://static.finnhub.io/logo/d2ce5822-80e0-11ea-b2c6-00000000092a.png,https://www.usa-truck.com/,A,High,BB,Medium,BB,Medium,532,311,303,1146,08-11-2022,BBB,High,883945
usau,US Gold Corp,USD,NASDAQ NMS - GLOBAL MARKET,Metals and Mining,https://static.finnhub.io/logo/1557f6d0-80e0-11ea-8635-00000000092a.png,https://www.usgoldcorp.gold/,BBB,High,B,Medium,BB,Medium,400,240,300,940,10-06-2022,BBB,High,27093
usap,Universal Stainless & Alloy Products Inc,USD,NASDAQ NMS - GLOBAL MARKET,Metals and Mining,https://static.finnhub.io/logo/6b133fbff9c5149d0ce77bd6e80075686db2446fed3d60ca37cecf755c9d042e.png,http://www.univstainless.com/,B,Medium,B,Medium,B,Medium,238,231,200,669,08-11-2022,B,Medium,931584
useg,US Energy Corp,USD,NASDAQ NMS - GLOBAL MARKET,Energy,https://static.finnhub.io/logo/8a2928da3ce3c736d5ef6e38edcc15d961dd3bd9bf61d6cf6a7675e9619e5ce3.png,http://www.usnrg.com/,BBB,High,B,Medium,BB,Medium,438,265,315,1018,08-11-2022,BBB,High,101594
usio,Usio Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/90f27168-80d2-11ea-a811-00000000092a.png,https://usio.com/,B,Medium,B,Medium,B,Medium,285,245,240,770,10-06-2022,BB,Medium,1088034
uthr,United Therapeutics Corp,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/06244134-826b-11ea-9be7-00000000092a.png,https://www.unither.com/,B,Medium,B,Medium,BB,Medium,233,259,300,792,08-11-2022,BB,Medium,1082554
urgn,Urogen Pharma Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/34ed2f05d06c4b4e38d817c2be35da0eb637d3ddf7a9cea83cec8a3c75a6b04c.png,https://www.urogen.com/,B,Medium,B,Medium,B,Medium,210,251,290,751,10-06-2022,BB,Medium,1668243
urbn,Urban Outfitters Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/1fafa21c-80e1-11ea-bd8f-00000000092a.png,https://www.urbn.com/,BB,Medium,BB,Medium,BB,Medium,335,300,300,935,08-11-2022,BBB,High,912615
utme,Utime Ltd,CNY,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950736446156.svg,http://www.utimemobile.com/,B,Medium,B,Medium,B,Medium,217,200,200,617,10-06-2022,B,Medium,1789299
utrs,Minerva Surgical Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/9ae26777350f9737497378ac417156f925648c223798be24150f41242013d415.png,https://minervasurgical.com/,B,Medium,B,Medium,B,Medium,205,201,210,616,11-06-2022,B,Medium,1452965
utsi,UTStarcom Holdings Corp,USD,NASDAQ NMS - GLOBAL MARKET,Communications,https://static.finnhub.io/logo/04f8be36-826b-11ea-a446-00000000092a.png,http://www.utstar.com,BB,Medium,BB,Medium,BB,Medium,340,310,365,1015,08-11-2022,BBB,High,1030471
uxin,Uxin Ltd,CNY,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/9b01f9fe-81d5-11ea-b8c8-00000000092a.png,https://www.xin.com/,B,Medium,B,Medium,B,Medium,203,202,225,630,10-06-2022,B,Medium,1729173
uvsp,Univest Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/20020ad0-80e1-11ea-bc7f-00000000092a.png,https://www.univest.net,BB,Medium,BB,Medium,BB,Medium,331,322,305,958,08-11-2022,BBB,High,102212
cmcm,Cheetah Mobile Inc,CNY,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/d08f9310-80cf-11ea-a202-00000000092a.png,https://www.cmcm.com,B,Medium,B,Medium,B,Medium,205,214,215,634,07-11-2022,B,Medium,1597835
cmc,Commercial Metals Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,https://static.finnhub.io/logo/a22fd99e-80eb-11ea-aca7-00000000092a.png,https://www.cmc.com,B,Medium,B,Medium,B,Medium,223,212,200,635,07-11-2022,B,Medium,22444
uslm,United States Lime & Minerals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Construction,https://static.finnhub.io/logo/fb391438-826a-11ea-93e6-00000000092a.png,http://www.uslm.com/,A,High,B,Medium,BB,Medium,500,233,300,1033,08-11-2022,BBB,High,82020
utmd,Utah Medical Products Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/ebfeafbe-80e0-11ea-a1fd-00000000092a.png,http://www.utahmed.com,B,Medium,B,Medium,B,Medium,240,236,250,726,08-11-2022,B,Medium,706698
cmp,Compass Minerals International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,https://static.finnhub.io/logo/a5b1f724-80eb-11ea-8678-00000000092a.png,https://www.compassminerals.com/,A,High,BB,Medium,BB,Medium,505,302,320,1127,07-11-2022,BBB,High,1227654
cnd,Concord Acquisition Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",N/A,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CND.svg,,B,Medium,B,Medium,BB,Medium,205,257,300,762,12-11-2022,BB,Medium,1824301
cnf,CNFinance Holdings Ltd,CNY,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,,http://ir.cashchina.cn/,B,Medium,B,Medium,B,Medium,200,200,220,620,10-06-2022,B,Medium,1733868
cnmd,Conmed Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/a4313e98075e7806fcfe430a4486dac21d6c4387ef886ad34ec082477aa32de0.png,https://www.conmed.com/,BBB,High,BB,Medium,B,Medium,441,300,270,1011,07-11-2022,BBB,High,816956
cnk,Cinemark Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,https://static.finnhub.io/logo/a875eee6-80eb-11ea-896d-00000000092a.png,https://www.cinemark.com/,BB,Medium,BB,Medium,BB,Medium,330,300,300,930,07-11-2022,BBB,High,1385280
cnne,Cannae Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/228af830-81d7-11ea-85e8-00000000092a.png,https://www.cannaeholdings.com/,B,Medium,B,Medium,B,Medium,215,203,203,621,10-06-2022,B,Medium,1704720
cno,CNO Financial Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/a8e41f10-80eb-11ea-b750-00000000092a.png,https://www.cnoinc.com/,A,High,BB,Medium,BB,Medium,500,322,315,1137,07-11-2022,BBB,High,1224608
cna,CNA Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/a7e1209a-80eb-11ea-a594-00000000092a.png,https://www.cna.com/,A,High,BB,Medium,BB,Medium,540,329,340,1209,07-11-2022,A,High,21175
cmre,Costamare Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Marine,https://static.finnhub.io/logo/811544ec-81a2-11ea-b11f-00000000092a.png,https://www.costamare.com/,B,Medium,B,Medium,B,Medium,242,204,200,646,07-11-2022,B,Medium,1503584
gva,Granite Construction Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,https://static.finnhub.io/logo/f0d5c3ba-80eb-11ea-b752-00000000092a.png,https://www.graniteconstruction.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,07-11-2022,B,Medium,861459
fn,Fabrinet,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/e34b0be1a98befac76ad28cec81a1da747b9af72f2670c97b30b991474d7f9ab.png,https://fabrinet.com/,A,High,B,Medium,B,Medium,510,209,210,929,07-11-2022,BBB,High,1408710
h,Hyatt Hotels Corp,USD,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",https://static.finnhub.io/logo/304ce992-80ff-11ea-b93c-00000000092a.png,https://www.hyatt.com/,B,Medium,B,Medium,B,Medium,235,209,205,649,07-11-2022,B,Medium,1468174
hasi,Hannon Armstrong Sustainable Infrastructure Capital Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/e8712528-80cd-11ea-aef2-00000000092a.png,https://www.hannonarmstrong.com/,AA,Excellent,BBB,High,BB,Medium,646,404,313,1363,07-11-2022,A,High,1561894
hayw,Hayward Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/f4c4442bcb167b30d5d20aa9f9deac9a9ee9f88681bcfb402c394287a0805e6c.png,https://www.hayward-pool.com/shop/en/pools,A,High,BB,Medium,BB,Medium,535,305,300,1140,15-11-2022,BBB,High,1834622
hbb,Hamilton Beach Brands Holding Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/8bd0236fbb75a62079aa6816e350637fb15ef687ca75d498ebb1069edf371df3.png,https://www.hamiltonbeachbrands.com/,B,Medium,B,Medium,B,Medium,245,272,230,747,15-11-2022,B,Medium,1709164
hcc,Warrior Met Coal Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals & Mining,https://static.finnhub.io/logo/bfcf747a-80db-11ea-bca2-00000000092a.png,https://warriormetcoal.com/,B,Medium,B,Medium,B,Medium,215,200,200,615,09-11-2022,B,Medium,1691303
hci,Hci Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/f148e28e3880660f21e4bfa5e63c7e5de49b14abbf29520cecd447fd6cc23204.png,https://hcigroup.com/,B,Medium,B,Medium,BB,Medium,205,260,300,765,07-11-2022,BB,Medium,1400810
he,Hawaiian Electric Industries Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/f41ed734-80eb-11ea-b165-00000000092a.png,https://www.hei.com/,A,High,BB,Medium,BB,Medium,585,348,310,1243,07-11-2022,A,High,354707
gwre,Guidewire Software Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/f210ffa6-80cb-11ea-abd4-00000000092a.png,https://www.guidewire.com/,A,High,BB,Medium,BB,Medium,549,321,330,1200,07-11-2022,A,High,1528396
hae,Haemonetics Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/f25c246e-80eb-11ea-984f-00000000092a.png,https://www.haemonetics.com,BBB,High,BB,Medium,BB,Medium,448,303,305,1056,07-11-2022,BBB,High,313143
hep,Holly Energy Partners LP,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy ,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HEP_4295900027.png,http://www.hollyenergy.com/,A,High,B,Medium,B,Medium,511,225,215,951,07-11-2022,BBB,High,1283140
hgv,Hilton Grand Vacations Inc,USD,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",https://static.finnhub.io/logo/e51af146-80db-11ea-8e19-00000000092a.png,https://www.hiltongrandvacations.com/,BB,Medium,B,Medium,B,Medium,305,288,250,843,15-11-2022,BB,Medium,1674168
hi,Hillenbrand Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/f56bfd2c-80eb-11ea-ab9f-00000000092a.png,https://www.hillenbrand.com/,BBB,High,BB,Medium,BB,Medium,489,349,300,1138,07-11-2022,BBB,High,1417398
hhc,Howard Hughes Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/6445e7f28561553b3938ebf0561b5c1b03bb8379d8ace28e7cae8dd7d5a2c878.png,https://www.howardhughes.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,07-11-2022,BBB,High,1498828
hubs,HubSpot Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/62f8c2fa-80d0-11ea-aeb3-00000000092a.png,https://www.hubspot.com/,BBB,High,BB,Medium,BB,Medium,480,329,320,1129,07-11-2022,BBB,High,1404655
hesm,Hess Midstream LP,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy ,https://static.finnhub.io/logo/3a3f1306ad581fe2e596eaf3a480a1e683d9c562deaa753633f2d3f680150569.png,https://www.hessmidstream.com/,BB,Medium,B,Medium,B,Medium,307,257,255,819,15-11-2022,BB,Medium,1789832
hei,HEICO Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace & Defense,https://static.finnhub.io/logo/f461d852-80eb-11ea-89b1-00000000092a.png,https://www.heico.com/,B,Medium,B,Medium,B,Medium,225,203,205,633,07-11-2022,B,Medium,46619
